pizza,egg-tomato,bean,Fish in oil,coca_cola,humberger,franch_frise,dessert,family_portrait_package,dumplings,business volume
234,882,243,84,500,704,631,510,16,21,32412
309,833,416,146,605,796,698,701,26,28,40854
301,585,275,126,482,582,561,615,39,7,33741
460,467,379,42,687,776,773,679,80,28,38794
465,961,323,36,593,697,630,641,99,27,41271
263,649,583,144,403,483,555,575,20,17,33855
234,683,280,61,703,870,737,630,30,11,34099
355,518,317,145,581,668,782,606,57,16,38520
380,624,685,104,510,513,592,546,82,19,38237
250,833,247,63,472,574,684,474,13,17,30009
397,592,473,67,687,812,658,720,30,12,37052
262,747,578,94,475,567,515,557,89,27,37025
383,413,309,59,674,705,733,578,88,15,35923
107,855,523,33,580,766,795,435,73,26,33755
130,977,359,107,662,989,815,566,15,7,36908
211,474,602,144,700,867,835,671,8,23,37467
103,932,233,131,369,577,694,397,53,5,32560
475,997,243,66,789,912,807,714,27,25,42310
168,678,662,28,633,935,847,570,13,23,33161
370,634,625,21,692,923,801,699,65,5,38940
191,425,416,41,690,879,910,564,71,20,34211
202,428,310,142,693,962,945,631,19,17,36782
176,688,648,46,611,818,737,510,36,24,33319
159,810,214,122,515,586,601,438,25,27,31291
254,463,206,23,589,810,688,557,96,23,32949
238,762,251,94,413,537,466,520,50,24,31741
379,863,357,138,680,892,822,713,81,6,45802
344,814,581,103,402,461,465,571,50,6,35219
150,766,384,133,378,491,516,488,20,16,30454
221,651,664,139,469,664,689,517,36,28,36357
317,572,385,94,476,540,646,563,4,15,30867
153,848,493,144,660,850,774,663,63,23,41549
140,645,647,90,641,890,792,559,71,8,37390
127,899,637,126,732,975,1017,627,73,22,44217
412,701,517,114,521,608,631,646,69,13,39947
497,702,326,149,566,490,370,638,53,16,38672
155,419,670,121,489,649,505,483,87,19,33939
209,421,543,40,592,692,554,453,92,8,31060
300,547,685,112,499,549,574,538,31,21,33912
390,548,549,130,584,698,707,679,44,14,39457
159,568,645,53,667,854,753,568,57,17,34515
255,684,457,107,357,441,380,502,24,18,29769
222,584,467,21,545,643,530,420,15,23,26335
269,460,616,141,499,580,639,567,48,23,35652
338,943,643,87,675,908,1007,732,19,7,42792
207,467,403,128,480,497,480,473,13,7,28102
480,785,281,33,606,694,605,645,65,6,37070
244,456,638,21,643,761,776,480,10,14,29141
238,788,490,39,742,927,868,623,94,21,40293
228,738,317,130,649,881,802,628,75,10,40605
440,886,470,98,686,814,784,730,6,7,40759
345,659,479,29,559,676,700,595,1,26,31518
476,732,482,116,774,904,782,766,11,20,42846
347,470,632,60,480,580,574,560,1,24,30123
272,667,451,84,735,974,1030,650,15,13,38401
381,942,640,82,501,461,335,525,64,18,36365
163,742,572,31,469,675,683,470,43,28,30872
466,529,499,143,695,684,697,733,39,18,41321
119,968,484,111,413,482,579,435,17,15,30802
259,747,459,148,442,501,625,548,13,18,34155
100,497,484,74,439,692,607,404,11,21,26316
108,813,209,95,699,988,942,629,3,25,35298
431,490,276,42,616,665,617,562,35,11,31829
313,602,632,97,706,899,808,669,19,9,38348
214,828,301,147,640,836,856,640,35,8,39524
235,701,356,79,619,894,965,647,34,18,37337
282,441,382,91,571,644,548,562,97,20,35098
486,968,298,74,617,567,610,678,35,21,38753
166,403,253,23,561,740,805,515,7,15,25698
142,631,244,122,563,809,723,515,74,23,35687
297,437,524,73,617,768,761,582,30,27,33992
100,562,445,93,591,950,794,557,58,9,34788
219,567,615,87,650,962,891,615,93,18,40907
467,719,261,143,670,688,683,684,68,29,43046
407,562,412,114,481,478,398,630,66,8,35328
216,597,535,107,462,525,648,471,70,25,33950
301,400,304,62,451,520,598,530,44,15,28893
466,910,346,41,695,718,722,685,13,13,37269
129,567,266,140,483,631,493,447,87,24,33137
452,466,489,73,709,895,846,689,5,20,37466
168,675,523,86,587,785,633,540,43,13,33730
441,903,393,52,589,710,570,607,89,8,39765
176,817,387,46,566,846,920,543,44,15,34738
177,639,531,39,514,598,538,384,12,15,26104
455,514,436,20,513,509,564,545,30,23,30360
160,730,412,116,463,646,564,482,9,25,30882
439,565,509,90,498,431,380,551,26,14,31915
444,491,382,116,718,815,916,752,71,18,43233
231,650,358,90,591,771,644,578,50,19,34770
120,441,650,37,647,838,693,463,1,21,27505
397,844,207,90,715,774,806,707,15,15,38566
285,409,639,132,466,533,541,574,95,7,36510
185,930,552,68,483,694,560,527,0,29,31813
404,603,688,88,663,736,852,694,100,24,43973
437,505,589,131,586,633,687,700,34,24,39414
133,587,489,96,438,531,524,439,74,27,31096
228,981,518,79,505,688,764,555,65,8,37880
195,955,589,22,403,457,437,339,98,18,31126
128,552,660,135,475,733,770,540,78,7,37014
443,612,565,97,845,976,1078,770,35,29,45137
144,947,315,49,557,691,683,506,66,15,33445
113,814,630,125,398,511,441,409,16,22,30055
267,976,636,24,434,548,486,404,96,22,34373
500,415,563,143,653,742,752,827,76,10,44703
194,909,483,74,567,686,810,443,25,18,33692
412,774,561,66,686,739,634,661,90,24,41708
498,665,225,64,526,493,574,643,57,7,35207
207,548,281,118,659,940,1000,692,5,10,36261
466,417,546,57,568,543,577,642,75,24,36054
430,612,441,49,717,872,713,703,42,18,38277
304,542,645,112,714,948,896,686,13,23,39596
319,806,630,112,636,778,750,603,99,9,43310
266,664,451,49,612,702,784,491,14,17,31431
129,505,352,50,640,964,874,557,100,24,35963
251,969,689,148,542,725,575,623,6,20,38931
133,876,498,64,429,511,437,438,80,13,31256
139,541,535,43,688,904,823,493,90,23,35170
103,432,339,33,406,511,470,304,82,9,23853
235,954,436,65,484,632,632,518,12,20,32386
352,459,516,143,517,661,783,596,73,13,39414
150,427,656,123,376,529,609,475,24,25,29833
104,536,343,91,509,756,721,485,42,26,30843
271,815,430,82,692,842,707,605,23,17,36514
289,462,361,39,449,489,369,452,86,9,28344
452,626,592,74,604,682,783,653,19,27,37777
409,412,526,78,466,466,571,565,16,22,30873
256,682,477,25,794,994,862,584,50,11,36377
305,693,553,129,679,834,909,633,16,12,39624
384,666,293,66,575,543,569,560,88,13,35544
125,792,272,46,471,648,768,450,74,18,31512
376,570,301,129,518,589,623,574,7,25,33796
250,736,310,35,698,997,928,658,66,12,38160
116,793,478,82,618,972,879,635,16,23,36041
459,459,569,80,731,882,715,741,96,20,43217
421,590,318,133,689,789,850,736,59,30,42952
486,575,632,100,782,870,970,717,77,25,46167
177,772,299,44,644,945,802,536,37,7,33374
211,709,298,32,719,901,882,602,48,29,35168
205,877,339,48,591,757,690,556,66,25,35271
280,539,685,126,628,835,679,639,2,5,36061
130,606,241,64,659,963,974,604,92,30,37691
470,564,587,60,687,665,576,667,57,19,37896
305,679,443,139,484,578,554,626,39,20,36401
325,647,430,91,401,448,455,488,49,28,31899
242,798,636,120,550,789,890,599,24,13,38866
414,881,333,131,574,657,634,630,77,20,42289
113,870,271,92,657,948,1046,616,28,16,37281
161,453,684,133,552,689,683,528,56,18,35071
207,592,439,102,634,898,922,589,34,30,37078
176,964,394,21,461,571,623,375,5,30,27295
441,964,346,38,747,818,767,660,28,30,39430
329,538,221,89,600,746,867,651,92,10,38709
361,595,676,79,809,961,952,761,20,17,41239
217,584,272,112,481,592,644,485,89,8,34022
447,612,627,47,787,992,943,769,67,6,43564
129,581,566,145,632,812,834,559,34,11,36403
446,709,678,90,685,878,765,749,32,18,42461
187,679,465,38,558,837,927,507,100,18,36759
341,752,641,86,546,593,624,543,93,13,38940
164,541,571,70,512,752,666,528,90,22,34727
461,752,485,94,794,904,1001,725,23,21,43495
228,523,467,125,525,710,631,614,7,29,33282
175,949,272,150,649,913,1021,648,58,10,42925
466,969,636,117,720,744,759,731,23,10,44043
448,460,274,47,628,769,686,636,9,29,32991
154,810,226,115,502,622,647,449,86,20,34895
468,850,248,24,745,913,912,744,8,30,39012
265,754,627,50,668,904,952,651,96,8,41746
387,513,290,43,501,499,616,487,75,28,32018
421,730,405,50,558,578,670,513,4,11,31851
331,901,646,141,496,628,491,680,49,30,41090
267,958,363,21,657,767,805,554,60,14,36025
335,500,521,81,633,858,753,625,2,26,34818
405,482,646,92,439,488,418,542,50,30,33732
262,815,508,71,753,961,877,654,47,22,40337
110,794,201,29,513,617,653,369,12,23,25141
237,585,644,35,496,663,523,517,14,29,29120
333,872,644,107,625,655,660,641,83,20,42230
173,404,269,145,648,911,809,625,3,6,33470
224,586,538,135,685,900,971,629,42,29,40561
297,976,576,149,748,889,769,755,96,26,48801
478,770,352,106,563,629,757,734,4,13,38443
235,612,312,51,651,945,784,617,91,27,37779
392,657,661,145,606,668,766,719,13,29,40841
470,748,488,50,554,544,511,603,52,14,35712
428,785,683,54,722,923,990,718,77,7,44961
103,519,552,44,628,827,682,416,84,25,31959
352,846,481,146,719,964,855,723,0,30,43158
366,655,482,103,778,919,752,668,84,17,43099
368,550,274,130,527,543,674,600,33,11,34799
360,411,514,129,565,638,641,639,83,17,38767
219,839,444,136,650,783,820,621,0,23,37565
373,897,423,31,634,711,713,536,19,10,34190
218,979,659,88,481,497,446,400,81,18,35175
442,719,676,91,647,782,885,663,17,26,40952
385,771,676,42,650,743,840,626,81,26,41116
339,932,417,63,446,482,425,551,61,14,34177
377,956,229,134,678,904,961,725,15,26,43480
403,972,320,132,480,482,412,587,99,27,41042
422,706,679,58,527,629,624,604,42,22,36825
201,763,355,51,532,646,539,514,1,30,28609
473,520,635,73,866,967,1000,731,12,27,41871
387,793,404,136,718,961,972,749,13,24,43942
373,612,599,104,610,636,667,591,89,15,39957
136,904,415,134,660,892,813,652,57,5,40450
168,491,610,28,436,544,608,338,56,21,26759
492,546,351,113,576,581,709,691,30,5,37432
364,954,270,91,747,903,905,747,65,14,44175
458,978,605,107,747,832,817,694,60,26,46675
202,654,571,22,595,736,803,436,83,11,33355
287,940,680,118,684,862,720,655,12,5,40332
418,828,235,53,591,680,756,640,80,17,39056
493,875,525,140,789,981,983,919,48,16,50890
100,666,249,123,415,463,575,425,9,21,26925
308,438,237,125,720,891,997,758,13,12,37995
442,615,693,69,557,467,409,527,33,25,33423
252,419,482,73,464,596,721,538,86,27,33868
500,868,519,139,688,716,694,770,65,7,46207
303,614,390,60,604,836,765,583,29,16,34337
281,850,248,60,490,555,636,516,23,30,31490
203,863,289,114,583,856,764,580,62,8,38477
404,717,519,114,555,672,596,606,51,26,39238
350,712,353,20,739,911,963,595,44,21,37094
242,489,586,31,542,678,708,510,32,28,30255
392,778,397,65,509,456,478,497,26,16,31543
444,702,556,109,630,603,649,620,84,17,41531
406,760,253,72,530,620,647,573,0,16,32681
289,617,301,22,441,498,428,410,73,18,27999
128,879,225,130,666,898,936,605,79,20,41039
389,870,367,58,486,449,377,484,88,18,34569
118,883,491,111,420,534,636,400,60,7,32781
313,980,523,25,756,993,934,648,26,22,39724
186,944,252,121,575,676,625,529,40,30,35734
132,689,282,117,684,992,880,582,54,23,38062
367,931,216,23,631,813,836,613,51,14,37162
101,932,521,28,597,848,926,464,34,29,33572
301,441,529,91,553,627,681,528,99,9,36200
460,875,588,76,599,718,589,673,89,30,43379
207,443,632,134,453,547,612,501,69,25,34436
466,619,533,85,743,934,910,761,87,13,45692
408,881,479,75,522,587,649,576,43,15,37196
355,943,407,109,696,762,821,716,61,20,43435
399,778,356,98,657,843,934,660,95,13,44362
114,710,352,101,622,798,694,545,15,17,32124
143,410,241,63,647,959,1059,611,40,30,33773
481,559,501,117,745,864,973,804,36,29,44547
251,438,539,120,586,692,565,555,96,6,36648
435,673,681,147,547,587,484,676,94,12,43143
404,810,645,89,651,704,616,621,4,8,37021
312,651,626,78,531,518,577,549,46,29,34208
386,455,412,63,735,918,988,666,22,21,37429
150,624,554,84,665,900,804,589,19,30,34773
444,715,238,46,623,699,678,584,100,9,38371
500,606,316,128,778,955,1024,871,35,9,45852
431,588,227,132,584,594,718,645,61,20,39030
189,448,292,131,624,841,766,658,98,6,38567
496,589,530,50,728,879,885,772,29,27,40884
341,713,319,29,506,464,418,453,74,9,30076
217,734,330,108,532,618,492,523,21,11,31278
119,822,694,109,318,482,403,379,95,18,33304
373,720,352,56,590,684,573,532,58,7,34518
373,982,549,76,619,649,773,633,63,18,41160
307,539,336,40,483,449,344,449,82,7,28502
146,840,364,26,722,990,930,589,25,9,34177
218,922,613,80,462,469,446,445,37,15,31687
224,904,266,118,500,550,453,462,47,19,33197
396,793,288,109,697,846,908,737,91,11,45057
346,470,517,127,484,452,422,514,8,5,30147
315,833,260,78,545,588,553,507,42,25,33499
499,541,360,119,606,675,770,751,66,21,42078
105,882,282,122,571,911,949,602,83,30,41019
163,603,601,72,672,885,877,586,18,22,34529
452,963,591,139,750,837,692,813,26,8,45825
283,948,609,29,385,474,513,478,84,14,33788
418,784,516,131,582,527,666,681,28,28,39694
474,582,521,130,756,825,680,779,33,8,42280
220,620,481,45,602,881,776,618,15,28,33181
124,541,377,55,310,439,559,343,32,29,24032
381,928,631,37,758,859,694,607,13,30,38104
308,874,202,63,671,840,762,636,42,13,37095
393,638,687,66,642,695,672,608,21,17,36018
135,776,629,83,682,998,918,645,85,17,41526
258,449,261,48,445,432,514,457,94,27,29175
229,932,227,44,544,679,808,517,55,12,33947
294,981,531,149,578,653,758,645,45,5,41676
275,826,275,67,546,569,557,505,20,26,31050
122,667,261,141,399,435,563,369,38,26,29084
461,994,539,22,760,933,899,737,1,29,41026
353,580,353,137,697,862,955,748,26,13,41085
263,994,381,82,440,526,608,543,58,30,35806
441,895,622,31,621,701,764,644,57,16,39844
262,683,474,146,507,530,669,601,8,13,34430
212,479,331,46,691,916,964,578,3,27,31743
110,471,656,121,330,479,495,419,66,15,29909
400,413,413,124,528,504,640,546,51,25,35044
382,605,510,42,727,868,948,648,21,9,36914
172,501,359,110,452,657,679,474,0,15,28537
128,638,676,140,676,937,809,607,4,8,36679
486,862,405,95,681,790,644,749,77,15,44314
341,894,208,135,498,476,448,510,83,30,37680
244,623,255,145,710,947,1045,699,94,12,44263
177,413,428,97,487,601,522,456,35,22,28492
140,737,508,144,635,984,867,690,42,12,40695
118,875,237,97,613,930,788,617,25,14,35423
364,489,575,90,484,535,460,588,50,27,33817
435,763,602,33,513,513,466,502,26,19,32129
291,703,364,147,539,615,695,645,29,19,37199
183,423,448,22,470,499,623,406,33,8,24206
261,534,536,23,603,819,863,591,76,6,35114
486,638,482,137,713,712,653,760,70,29,44511
290,908,503,50,801,994,986,625,51,15,41299
218,406,629,95,445,561,587,465,65,9,31403
152,618,400,127,727,979,1078,659,41,29,40250
168,477,652,138,482,629,599,574,5,16,31743
288,974,498,55,620,675,770,482,31,7,35103
457,527,393,113,607,690,801,688,80,25,41823
132,760,232,76,552,751,842,463,85,25,34890
333,471,577,135,480,526,625,596,9,25,33802
203,644,510,84,634,829,915,569,68,8,37588
186,819,474,30,528,661,723,439,21,15,29654
159,497,639,62,444,510,501,434,69,10,28886
307,539,491,150,614,845,953,679,67,12,42621
282,696,300,97,592,745,830,651,33,20,36638
358,424,459,82,503,461,406,526,87,12,32573
164,875,239,148,410,493,580,506,18,22,32218
453,924,452,117,565,572,543,654,99,17,43444
424,974,673,145,674,852,886,825,21,7,47015
149,419,504,105,557,760,855,477,39,12,32333
135,546,550,45,524,752,720,457,2,7,27213
313,412,441,74,755,885,834,642,23,15,35179
379,704,475,128,509,450,390,611,19,17,34174
430,640,626,89,785,986,944,732,92,20,46862
193,714,523,146,449,603,616,536,22,18,34214
408,630,538,31,586,556,610,519,48,9,32790
117,842,449,56,533,780,703,466,28,30,31687
462,707,332,21,669,777,730,696,3,15,34586
155,750,231,100,363,448,474,435,60,16,29343
244,996,583,127,655,797,642,634,39,11,40575
141,441,323,25,388,576,493,400,61,28,24887
219,402,378,128,649,778,731,629,24,12,33960
227,646,252,69,471,607,481,508,39,30,29698
482,888,523,54,573,612,738,652,0,29,37171
357,681,468,108,654,840,928,753,69,5,43090
146,514,362,130,377,502,533,429,7,9,26762
105,954,251,133,655,922,800,567,50,7,38439
282,984,513,81,571,611,660,517,42,27,36651
309,900,447,62,545,602,529,531,0,10,31483
465,988,418,31,491,453,398,504,5,24,31422
432,954,251,90,621,668,580,659,80,10,40956
476,528,337,75,700,858,697,793,12,13,37715
269,886,319,125,480,636,725,572,18,11,35668
143,804,582,145,599,764,627,516,88,5,39328
415,857,504,85,809,936,921,740,58,19,45246
324,946,317,140,770,905,1012,769,18,19,44315
397,597,280,129,679,826,842,679,36,5,39830
470,949,270,131,539,538,478,608,12,19,37465
139,910,332,108,688,968,1053,657,52,14,41035
391,618,402,105,658,746,830,615,40,28,39002
390,927,452,88,512,524,530,602,88,19,39545
318,454,349,81,727,906,777,689,70,12,38275
402,978,331,119,647,841,707,755,74,28,45588
381,702,636,78,831,984,832,756,63,15,44043
428,879,284,117,674,711,798,681,36,5,40967
182,877,232,29,606,754,656,521,42,22,31527
112,764,613,130,404,621,495,463,22,16,31606
394,618,648,20,709,910,909,637,67,16,39665
495,589,446,39,703,727,792,702,67,27,39761
147,592,315,38,517,664,639,465,5,10,25489
291,981,353,52,638,789,813,618,70,25,39598
479,946,329,20,745,945,963,741,41,15,42149
486,648,464,60,554,476,526,638,95,28,38346
290,741,497,20,695,936,856,583,17,19,34803
276,946,553,27,467,481,409,385,59,20,30762
347,644,537,102,541,653,771,596,62,15,38443
499,670,423,54,738,754,716,730,86,25,42191
216,570,404,99,456,529,623,501,94,21,34155
214,579,605,78,611,909,890,640,58,22,38315
350,645,637,138,733,825,879,683,89,16,45509
131,978,415,123,712,932,962,651,91,5,43764
205,417,543,101,683,913,1000,593,30,16,36245
329,994,234,104,610,831,692,655,18,25,38855
105,671,307,148,427,584,475,534,55,11,32206
184,465,336,70,428,464,534,455,100,16,29860
460,557,384,69,616,609,554,663,21,15,34099
409,762,545,55,701,868,794,668,46,20,40302
490,410,642,60,889,993,892,789,95,12,45258
189,481,499,27,466,653,629,474,44,25,28153
354,795,323,79,663,842,946,696,42,10,40085
154,872,499,80,561,865,929,601,62,24,38995
367,406,229,132,533,631,519,643,57,6,34878
399,778,233,91,574,623,561,614,38,14,35668
121,679,490,129,727,966,1030,665,38,7,39682
250,853,499,134,624,745,768,563,46,15,39527
211,771,522,65,587,754,640,550,37,28,34205
203,404,478,106,545,801,758,588,91,18,36907
457,726,452,90,677,815,722,707,91,11,43708
422,767,392,43,613,603,683,578,87,16,37809
314,463,649,142,687,904,756,743,18,17,39941
390,839,528,39,540,574,553,540,30,26,33807
261,786,501,146,761,928,1006,724,88,28,47249
170,770,695,55,346,447,430,419,58,23,29628
120,893,360,91,523,645,693,401,61,8,32861
462,1000,632,57,855,963,1059,768,17,25,45706
145,885,635,103,488,639,713,479,49,26,35666
455,710,350,116,791,919,871,825,91,25,47760
147,738,480,141,561,849,872,624,90,12,41520
460,578,694,34,663,803,833,676,40,23,38879
304,886,292,137,496,648,757,629,15,21,37608
459,723,407,120,682,760,822,779,30,15,42367
152,479,385,103,613,753,855,502,76,19,34891
116,414,540,27,402,548,413,305,9,7,20262
327,410,623,98,593,780,730,625,37,22,36363
453,593,240,55,522,434,415,588,52,26,31958
399,416,470,25,697,735,692,538,20,15,31151
196,967,553,73,682,850,919,593,23,19,38051
