Index,pizza,egg-tomato,bean,Fish in oil,coca_cola,humberger,franch_frise,dessert,family_portrait_package,dumplings,营业额,净利润,成本
401,448,432,211,102,727,809,692,698,30,19,37088,11870.5,25217.5
402,261,993,266,63,501,691,617,506,19,13,32605,10795,21810
403,131,900,297,104,525,651,649,427,21,5,30989,10238.4,20750.6
404,445,593,638,44,592,614,636,579,48,14,35459,11625,23834
405,349,787,350,78,553,594,572,604,92,5,37561,12309.9,25251.1
406,343,892,433,112,535,553,628,519,92,10,39546,13073.4,26472.6
407,225,906,624,22,715,920,1028,583,79,23,40565,13368.4,27196.6
408,451,850,565,45,525,585,555,639,59,25,37952,12547.2,25404.8
409,208,462,377,109,606,861,974,606,32,24,35907,11626.8,24280.2
410,308,558,583,88,577,683,692,579,48,24,35893,11766.2,24126.8
411,215,846,673,122,662,880,751,600,97,7,43329,14340,28989
412,348,639,322,40,449,484,542,527,80,24,32335,10607,21728
413,464,726,299,20,677,694,615,578,33,21,34045,11064.8,22980.2
414,451,532,225,69,510,455,370,565,8,11,28619,9244.7,19374.3
415,461,794,360,133,673,844,684,723,84,18,45707,14951.8,30755.2
416,401,921,405,106,476,538,626,575,36,11,37285,12313.7,24971.3
417,319,882,228,137,598,674,723,596,84,9,41089,13448.1,27640.9
418,381,448,248,88,468,434,416,555,24,18,28901,9344,19557
419,446,826,526,131,808,962,1062,765,13,28,46569,15156.1,31412.9
420,446,493,407,133,665,687,777,713,100,27,43833,14204.1,29628.9
421,352,608,612,134,696,864,863,723,4,16,40474,13169.8,27304.2
422,466,928,335,51,637,772,630,732,34,15,39206,12818.1,26387.9
423,169,945,316,75,415,548,693,429,24,12,30319,10072.8,20246.2
424,449,527,258,78,603,697,612,619,18,6,33519,10815.4,22703.6
425,131,937,344,100,597,931,964,536,26,16,37105,12227.6,24877.4
426,257,698,284,80,677,850,822,653,2,5,34163,11028.3,23134.7
427,495,721,561,128,695,784,727,727,28,13,42964,14025.7,28938.3
428,275,688,449,56,689,815,909,615,38,20,36554,11884.8,24669.2
429,186,615,658,47,466,567,479,426,7,14,26428,8797.9,17630.1
430,331,613,598,63,694,847,892,625,0,12,35655,11598.8,24056.2
431,371,989,510,91,580,707,767,659,40,6,40497,13347.2,27149.8
432,328,763,434,28,702,900,815,664,53,24,38160,12454.3,25705.7
433,409,810,698,120,470,453,386,562,68,22,38604,12866.6,25737.4
434,209,552,396,69,492,594,598,481,96,20,32816,10778.4,22037.6
435,128,743,543,141,356,483,633,425,70,30,34351,11483.6,22867.4
436,290,412,382,121,417,470,561,484,8,13,28589,9313.9,19275.1
437,203,943,257,126,585,851,731,656,70,12,40610,13340.6,27269.4
438,279,736,387,59,553,755,639,622,15,27,33314,10919.4,22394.6
439,286,639,240,105,646,734,640,613,25,28,34635,11224.3,23410.7
440,487,875,454,147,747,757,643,725,62,9,45695,14932.7,30762.3
441,400,888,641,135,669,745,796,653,44,26,44218,14573,29645
442,274,652,464,55,443,565,508,532,74,20,32645,10786.2,21858.8
443,238,414,499,142,419,461,444,493,94,10,33587,11045.8,22541.2
444,273,414,628,38,447,539,474,506,29,16,27421,9019.9,18401.1
445,270,625,237,33,712,991,978,620,39,28,35935,11611.9,24323.1
446,438,431,661,75,571,652,666,669,100,30,40331,13196.6,27134.4
447,493,636,621,138,758,780,760,818,54,8,45636,14813.2,30822.8
448,397,439,541,20,772,902,755,704,24,12,35012,11264.6,23747.4
449,229,865,641,86,746,931,855,612,18,19,39030,12837.9,26192.1
450,243,579,590,37,534,582,451,509,47,25,29815,9834.8,19980.2
451,277,773,582,88,509,555,447,515,36,21,33150,11007.9,22142.1
452,353,444,367,36,481,565,582,541,75,7,31155,10132.2,21022.8
453,171,687,564,108,658,886,853,589,62,20,39101,12838.4,26262.6
454,435,452,230,86,600,575,536,647,28,25,33021,10605.9,22415.1
455,213,844,382,134,546,669,695,604,44,23,37637,12375.1,25261.9
456,228,905,434,28,576,697,768,436,93,19,35610,11805.6,23804.4
457,368,433,299,33,589,615,556,551,92,10,32508,10511.2,21996.8
458,232,830,580,148,602,754,858,633,33,29,40997,13501.8,27495.2
459,112,758,218,37,383,502,501,285,19,18,22642,7546.3,15095.7
460,231,993,251,26,563,786,787,550,48,8,34263,11273,22990
461,232,918,618,95,547,760,778,568,16,13,36803,12211.7,24591.3
462,177,715,299,121,657,896,848,676,27,5,37117,12034.6,25082.4
463,187,652,243,138,725,925,821,662,5,17,36425,11752.8,24672.2
464,284,945,593,38,558,668,555,488,2,9,31432,10471.7,20960.3
465,244,619,340,54,542,704,773,524,46,11,32161,10487.5,21673.5
466,342,709,373,124,755,890,736,687,53,26,41856,13619.1,28236.9
467,289,765,350,103,805,991,988,705,34,16,41606,13470.2,28135.8
468,439,546,635,147,652,691,822,684,26,28,41628,13566.8,28061.2
469,454,669,529,144,596,694,625,696,42,12,41427,13559,27868
470,184,900,352,125,679,946,854,609,53,20,40872,13420.1,27451.9
471,281,994,442,141,431,495,519,581,98,14,40494,13467.2,27026.8
472,270,987,237,94,523,656,538,533,71,20,36778,12169.1,24608.9
473,170,428,693,69,488,648,741,407,28,21,29293,9679.1,19613.9
474,157,829,503,40,400,473,473,359,34,25,26938,9054.9,17883.1
475,142,786,490,96,687,911,902,530,100,15,40573,13349.5,27223.5
476,271,542,600,92,638,744,638,637,14,28,34485,11255.2,23229.8
477,494,703,552,59,468,447,458,515,54,14,34418,11386.6,23031.4
478,327,750,676,96,653,783,896,612,42,27,40760,13408.3,27351.7
479,166,669,426,23,729,985,907,559,73,26,36109,11786.1,24322.9
480,372,554,617,136,801,952,971,806,4,7,42605,13749.1,28855.9
481,490,659,640,128,784,907,883,859,21,29,46230,15013.2,31216.8
482,483,743,402,69,716,838,930,702,67,7,43007,13969.2,29037.8
483,330,959,602,67,709,941,975,723,31,22,42877,14085.5,28791.5
484,374,581,542,138,753,915,1012,797,59,29,46147,14961.2,31185.8
485,276,886,657,94,719,952,913,651,53,15,43061,14185,28876
486,128,820,550,97,534,743,826,534,19,26,34550,11431.1,23118.9
487,270,893,399,73,497,635,669,524,47,11,34709,11477.4,23231.6
488,481,835,449,40,563,619,539,670,77,12,38710,12718.7,25991.3
489,493,481,407,115,566,603,567,633,96,17,40165,13088.1,27076.9
490,148,642,525,66,634,921,914,555,87,14,37786,12399.7,25386.3
491,354,662,627,95,784,1000,1083,787,50,13,45013,14615.7,30397.3
492,141,924,537,30,512,630,750,403,37,29,31005,10354,20651
493,485,924,282,82,749,942,1014,840,20,12,44600,14435.4,30164.6
494,283,841,555,61,367,456,366,448,91,5,32885,11036.6,21848.4
495,264,898,295,93,432,578,458,545,19,19,31997,10598.8,21398.2
496,176,757,653,125,586,847,962,545,21,17,38206,12617.6,25588.4
497,139,765,420,108,424,486,401,415,74,11,31006,10327.7,20678.3
498,133,789,302,126,498,606,526,521,41,25,32692,10773.4,21918.6
499,243,642,692,60,637,756,700,594,51,29,36083,11873.4,24209.6
500,243,855,256,47,758,989,993,600,27,18,37123,12058.1,25064.9
501,372,603,486,131,402,449,569,570,5,9,32743,10748.2,21994.8
502,411,958,278,63,574,544,504,584,55,21,36247,11913.6,24333.4
503,281,730,448,116,448,523,601,518,36,21,34003,11228.9,22774.1
504,217,930,200,42,572,821,859,524,45,10,34342,11266.3,23075.7
505,390,485,599,50,762,927,819,663,95,18,41326,13443.7,27882.3
506,160,437,566,140,581,718,803,549,0,13,32480,10563.9,21916.1
507,321,989,246,96,716,827,803,691,84,19,43365,14162.1,29202.9
508,436,650,647,132,662,811,716,731,70,5,44389,14531.5,29857.5
509,241,557,492,111,600,676,747,555,90,16,37774,12347.4,25426.6
510,148,841,488,26,496,752,614,398,69,27,31759,10636.6,21122.4
511,123,671,335,83,658,979,907,564,19,8,33866,11019.5,22846.5
512,192,439,515,150,521,694,763,540,98,27,38583,12655.1,25927.9
513,262,996,430,76,424,478,388,468,4,24,30022,10054,19968
514,463,905,330,144,715,772,728,770,84,6,46978,15311.8,31666.2
515,282,722,312,87,581,662,532,560,6,25,31723,10368.7,21354.3
516,497,770,448,31,638,621,691,664,90,8,39749,12969.4,26779.6
517,248,654,268,133,632,872,891,699,21,24,38527,12480.3,26046.7
518,408,789,696,136,476,552,601,690,21,25,39773,13155.4,26617.6
519,243,654,435,116,721,988,827,743,25,11,39512,12818.4,26693.6
520,117,719,309,45,536,739,799,499,66,18,31992,10485.8,21506.2
521,165,988,607,40,314,446,576,400,2,11,27169,9201.7,17967.3
522,143,778,674,133,613,893,724,567,23,30,38032,12619.3,25412.7
523,181,531,360,74,697,930,998,568,17,23,34015,10989.2,23025.8
524,207,514,494,99,617,908,985,619,21,27,36450,11862.2,24587.8
525,446,773,693,25,621,716,617,669,21,15,36384,11973.8,24410.2
526,400,821,247,47,595,736,692,610,10,29,34528,11272.5,23255.5
527,342,980,582,131,620,694,625,684,49,21,42534,14051.8,28482.2
528,378,506,396,133,502,447,585,632,89,27,38093,12405,25688
529,406,815,429,64,776,871,983,670,93,20,44632,14540.9,30091.1
530,392,489,200,92,580,552,577,625,80,25,35613,11490.3,24122.7
531,228,884,587,93,386,448,504,427,19,5,30447,10207,20240
532,230,631,227,37,587,794,689,506,36,24,30595,9967,20628
533,281,407,427,115,579,648,751,550,94,15,36947,12006.7,24940.3
534,325,429,241,98,622,812,826,624,38,8,35104,11284.6,23819.4
535,403,891,357,63,673,820,781,650,67,18,41146,13473.1,27672.9
536,105,750,646,95,476,631,718,489,78,5,34792,11559.1,23232.9
537,212,910,240,128,501,636,598,560,47,20,35869,11818.9,24050.1
538,403,812,598,95,854,991,951,716,14,19,43534,14183.1,29350.9
539,388,535,557,113,585,707,557,618,91,9,39735,13030,26705
540,267,920,490,52,506,696,611,566,54,6,35177,11668.8,23508.2
541,358,994,579,115,659,813,784,639,50,24,43750,14464.6,29285.4
542,190,982,379,103,340,446,542,416,46,15,31893,10692.5,21200.5
543,245,605,209,85,556,795,880,575,87,6,36868,11977.1,24890.9
544,394,507,680,60,771,988,1056,766,13,7,40248,13002.2,27245.8
545,407,837,612,126,744,839,790,794,50,25,45941,15026.7,30914.3
546,413,505,394,124,617,683,615,698,1,29,35986,11641.8,24344.2
547,275,778,324,120,468,507,424,536,57,27,34315,11326.8,22988.2
548,136,937,581,131,606,882,768,567,78,14,41536,13794.4,27741.6
549,419,981,334,147,760,983,879,775,21,9,46082,15028.8,31053.2
550,174,611,476,39,638,809,870,470,67,26,33770,11065.3,22704.7
551,310,779,358,51,616,834,724,615,67,28,37845,12414.1,25430.9
552,456,876,529,45,800,943,1000,676,13,6,41207,13423.3,27783.7
553,171,443,639,42,464,497,594,343,85,25,28714,9524.4,19189.6
554,293,843,533,29,750,935,996,586,41,21,38727,12683.8,26043.2
555,477,588,281,131,552,490,411,672,38,15,36070,11693.7,24376.3
556,164,536,481,42,397,523,562,372,50,25,26612,8834.3,17777.7
557,396,529,287,59,614,756,824,664,34,16,35416,11413.8,24002.2
558,469,762,353,101,656,631,547,649,14,11,36729,11947.5,24781.5
559,353,501,534,134,790,942,984,765,47,17,43740,14122.8,29617.2
560,144,952,237,104,525,665,579,436,69,26,34461,11435.7,23025.3
561,401,555,467,147,725,837,839,743,62,19,44050,14278.1,29771.9
562,211,850,626,42,559,777,713,496,81,18,36559,12175.1,24383.9
563,205,584,325,51,498,661,727,470,65,10,30910,10108.9,20801.1
564,193,529,280,41,693,922,988,605,66,5,34856,11214.3,23641.7
565,403,769,288,54,583,646,675,544,37,27,34757,11369.4,23387.6
566,473,786,368,62,539,542,621,643,19,24,35378,11559.3,23818.7
567,393,495,471,55,484,569,684,600,99,12,36314,11860.1,24453.9
568,260,982,400,129,703,840,759,632,71,21,43151,14191.2,28959.8
569,454,932,299,69,742,786,803,646,6,13,38597,12549.7,26047.3
570,473,996,462,77,564,602,594,680,76,9,41777,13774.3,28002.7
571,384,624,555,93,524,533,617,537,71,6,36379,11955.3,24423.7
572,410,982,235,136,582,564,580,667,15,19,38566,12612.6,25953.4
573,141,942,395,93,561,805,865,502,41,8,35949,11881.1,24067.9
574,245,932,551,113,681,859,912,595,80,14,43495,14341.2,29153.8
575,181,849,278,139,414,590,454,488,87,29,36015,11983,24032
576,313,934,656,81,713,878,870,678,58,9,43002,14153.7,28848.3
577,257,503,535,143,729,882,944,648,29,23,39843,12919,26924
578,215,583,600,25,520,727,736,439,85,9,32660,10805,21855
579,231,694,650,76,637,783,774,594,29,6,35519,11653.7,23865.3
580,435,827,655,29,516,435,401,553,47,24,33672,11181.9,22490.1
581,484,895,281,147,711,857,762,868,41,9,46463,15082.4,31380.6
582,212,985,328,133,637,855,900,682,58,20,42745,14018.4,28726.6
583,474,890,566,130,568,512,602,627,55,18,41792,13784.7,28007.3
584,313,541,255,129,785,951,1034,694,20,16,39883,12785.2,27097.8
585,305,785,698,51,679,814,849,560,43,13,37940,12502.8,25437.2
586,424,524,284,20,661,831,903,699,43,28,36386,11705.7,24680.3
587,481,494,543,63,871,995,993,793,39,27,43228,13910.6,29317.4
588,269,906,523,31,559,779,793,529,74,13,37140,12313.7,24826.3
589,353,698,512,76,593,657,606,612,0,7,33196,10847.7,22348.3
590,356,823,563,59,510,497,581,498,64,28,35393,11744,23649
591,171,719,505,122,612,782,870,617,16,22,36598,11971,24627
592,265,470,540,20,665,813,754,486,100,11,34524,11280.5,23243.5
593,448,832,498,123,730,754,625,759,81,11,45226,14776.8,30449.2
594,230,879,644,70,715,875,878,550,36,15,38413,12668.9,25744.1
595,272,628,319,115,510,692,581,549,62,8,35052,11487.8,23564.2
596,185,908,663,78,412,566,479,434,88,25,35105,11842.3,23262.7
597,400,760,225,48,690,833,866,616,49,30,38334,12451.9,25882.1
598,112,921,623,110,720,979,880,556,33,28,39692,13136.3,26555.7
599,107,796,265,88,676,933,1001,609,97,13,39916,13006.8,26909.2
600,253,445,626,80,546,637,676,500,51,25,32921,10805.4,22115.6
601,464,702,534,110,787,905,783,825,91,12,47466,15434.1,32031.9
602,457,581,669,74,530,459,517,608,89,20,37905,12463.9,25441.1
603,234,882,243,84,500,704,631,510,16,21,32412,10692.9,21719.1
604,309,833,416,146,605,796,698,701,26,28,40854,13403.4,27450.6
605,301,585,275,126,482,582,561,615,39,7,33741,10973.2,22767.8
606,460,467,379,42,687,776,773,679,80,28,38794,12533.6,26260.4
607,465,961,323,36,593,697,630,641,99,27,41271,13591.6,27679.4
608,263,649,583,144,403,483,555,575,20,17,33855,11185.9,22669.1
609,234,683,280,61,703,870,737,630,30,11,34099,11030.5,23068.5
610,355,518,317,145,581,668,782,606,57,16,38520,12494.3,26025.7
611,380,624,685,104,510,513,592,546,82,19,38237,12636.5,25600.5
612,250,833,247,63,472,574,684,474,13,17,30009,9863,20146
613,397,592,473,67,687,812,658,720,30,12,37052,12011.8,25040.2
614,262,747,578,94,475,567,515,557,89,27,37025,12292.2,24732.8
615,383,413,309,59,674,705,733,578,88,15,35923,11573.9,24349.1
616,107,855,523,33,580,766,795,435,73,26,33755,11215.3,22539.7
617,130,977,359,107,662,989,815,566,15,7,36908,12159.4,24748.6
618,211,474,602,144,700,867,835,671,8,23,37467,12159.1,25307.9
619,103,932,233,131,369,577,694,397,53,5,32560,10837.6,21722.4
620,475,997,243,66,789,912,807,714,27,25,42310,13774.6,28535.4
621,168,678,662,28,633,935,847,570,13,23,33161,10922.4,22238.6
622,370,634,625,21,692,923,801,699,65,5,38940,12713.6,26226.4
623,191,425,416,41,690,879,910,564,71,20,34211,11054.1,23156.9
624,202,428,310,142,693,962,945,631,19,17,36782,11842.6,24939.4
625,176,688,648,46,611,818,737,510,36,24,33319,11014.6,22304.4
626,159,810,214,122,515,586,601,438,25,27,31291,10297.2,20993.8
627,254,463,206,23,589,810,688,557,96,23,32949,10673.7,22275.3
628,238,762,251,94,413,537,466,520,50,24,31741,10476,21265
629,379,863,357,138,680,892,822,713,81,6,45802,14978.9,30823.1
630,344,814,581,103,402,461,465,571,50,6,35219,11703.4,23515.6
631,150,766,384,133,378,491,516,488,20,16,30454,10095.2,20358.8
632,221,651,664,139,469,664,689,517,36,28,36357,12074.4,24282.6
633,317,572,385,94,476,540,646,563,4,15,30867,10053.1,20813.9
634,153,848,493,144,660,850,774,663,63,23,41549,13653.2,27895.8
635,140,645,647,90,641,890,792,559,71,8,37390,12310.3,25079.7
636,127,899,637,126,732,975,1017,627,73,22,44217,14568.9,29648.1
637,412,701,517,114,521,608,631,646,69,13,39947,13125.4,26821.6
638,497,702,326,149,566,490,370,638,53,16,38672,12635.5,26036.5
639,155,419,670,121,489,649,505,483,87,19,33939,11231.2,22707.8
640,209,421,543,40,592,692,554,453,92,8,31060,10175.2,20884.8
641,300,547,685,112,499,549,574,538,31,21,33912,11186.8,22725.2
642,390,548,549,130,584,698,707,679,44,14,39457,12872,26585
643,159,568,645,53,667,854,753,568,57,17,34515,11310.4,23204.6
644,255,684,457,107,357,441,380,502,24,18,29769,9885.6,19883.4
645,222,584,467,21,545,643,530,420,15,23,26335,8669.4,17665.6
646,269,460,616,141,499,580,639,567,48,23,35652,11699.5,23952.5
647,338,943,643,87,675,908,1007,732,19,7,42792,14048.4,28743.6
648,207,467,403,128,480,497,480,473,13,7,28102,9163,18939
649,480,785,281,33,606,694,605,645,65,6,37070,12085.5,24984.5
650,244,456,638,21,643,761,776,480,10,14,29141,9500.4,19640.6
651,238,788,490,39,742,927,868,623,94,21,40293,13190.5,27102.5
652,228,738,317,130,649,881,802,628,75,10,40605,13259.7,27345.3
653,440,886,470,98,686,814,784,730,6,7,40759,13305.9,27453.1
654,345,659,479,29,559,676,700,595,1,26,31518,10299.9,21218.1
655,476,732,482,116,774,904,782,766,11,20,42846,13920.9,28925.1
656,347,470,632,60,480,580,574,560,1,24,30123,9886.5,20236.5
657,272,667,451,84,735,974,1030,650,15,13,38401,12455,25946
658,381,942,640,82,501,461,335,525,64,18,36365,12153.6,24211.4
659,163,742,572,31,469,675,683,470,43,28,30872,10276.1,20595.9
660,466,529,499,143,695,684,697,733,39,18,41321,13376.5,27944.5
661,119,968,484,111,413,482,579,435,17,15,30802,10302.6,20499.4
662,259,747,459,148,442,501,625,548,13,18,34155,11258.9,22896.1
663,100,497,484,74,439,692,607,404,11,21,26316,8706.8,17609.2
664,108,813,209,95,699,988,942,629,3,25,35298,11453.2,23844.8
665,431,490,276,42,616,665,617,562,35,11,31829,10266.8,21562.2
666,313,602,632,97,706,899,808,669,19,9,38348,12504.2,25843.8
667,214,828,301,147,640,836,856,640,35,8,39524,12891.5,26632.5
668,235,701,356,79,619,894,965,647,34,18,37337,12151.2,25185.8
669,282,441,382,91,571,644,548,562,97,20,35098,11430.3,23667.7
670,486,968,298,74,617,567,610,678,35,21,38753,12664.6,26088.4
671,166,403,253,23,561,740,805,515,7,15,25698,8226.4,17471.6
672,142,631,244,122,563,809,723,515,74,23,35687,11682.1,24004.9
673,297,437,524,73,617,768,761,582,30,27,33992,11055.9,22936.1
674,100,562,445,93,591,950,794,557,58,9,34788,11393.5,23394.5
675,219,567,615,87,650,962,891,615,93,18,40907,13424.1,27482.9
676,467,719,261,143,670,688,683,684,68,29,43046,13996.7,29049.3
677,407,562,412,114,481,478,398,630,66,8,35328,11543.2,23784.8
678,216,597,535,107,462,525,648,471,70,25,33950,11213.5,22736.5
679,301,400,304,62,451,520,598,530,44,15,28893,9354.3,19538.7
680,466,910,346,41,695,718,722,685,13,13,37269,12122,25147
681,129,567,266,140,483,631,493,447,87,24,33137,10904.1,22232.9
682,452,466,489,73,709,895,846,689,5,20,37466,12105.1,25360.9
683,168,675,523,86,587,785,633,540,43,13,33730,11105.8,22624.2
684,441,903,393,52,589,710,570,607,89,8,39765,13108.3,26656.7
685,176,817,387,46,566,846,920,543,44,15,34738,11415.9,23322.1
686,177,639,531,39,514,598,538,384,12,15,26104,8647.5,17456.5
687,455,514,436,20,513,509,564,545,30,23,30360,9889.9,20470.1
688,160,730,412,116,463,646,564,482,9,25,30882,10226.6,20655.4
689,439,565,509,90,498,431,380,551,26,14,31915,10461.4,21453.6
690,444,491,382,116,718,815,916,752,71,18,43233,13934.7,29298.3
691,231,650,358,90,591,771,644,578,50,19,34770,11367.9,23402.1
692,120,441,650,37,647,838,693,463,1,21,27505,9003.6,18501.4
693,397,844,207,90,715,774,806,707,15,15,38566,12462.8,26103.2
694,285,409,639,132,466,533,541,574,95,7,36510,11990.6,24519.4
695,185,930,552,68,483,694,560,527,0,29,31813,10630.5,21182.5
696,404,603,688,88,663,736,852,694,100,24,43973,14387.4,29585.6
697,437,505,589,131,586,633,687,700,34,24,39414,12839.6,26574.4
698,133,587,489,96,438,531,524,439,74,27,31096,10304.1,20791.9
699,228,981,518,79,505,688,764,555,65,8,37880,12577.1,25302.9
700,195,955,589,22,403,457,437,339,98,18,31126,10536.8,20589.2
701,128,552,660,135,475,733,770,540,78,7,37014,12230.7,24783.3
702,443,612,565,97,845,976,1078,770,35,29,45137,14600.8,30536.2
703,144,947,315,49,557,691,683,506,66,15,33445,11039.1,22405.9
704,113,814,630,125,398,511,441,409,16,22,30055,10116.2,19938.8
705,267,976,636,24,434,548,486,404,96,22,34373,11606.8,22766.2
706,500,415,563,143,653,742,752,827,76,10,44703,14464.6,30238.4
707,194,909,483,74,567,686,810,443,25,18,33692,11161.9,22530.1
